year,category,prize,motivation,prize_share,laureate_type,full_name,birth_date,birth_city,birth_country,birth_country_current,sex,organization_name,organization_city,organization_country,ISO
1994,Physics,The Nobel Prize in Physics 1994,"""for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter; for the development of neutron spectroscopy""",1/2,Individual,Bertram N. Brockhouse,1918-07-15,"Lethbridge, Alberta",Canada,Canada,Male,McMaster University,"Hamilton, Ontario",Canada,CAN
1994,Physics,The Nobel Prize in Physics 1994,"""for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter; for the development of the neutron diffraction technique""",1/2,Individual,Clifford G. Shull,1915-09-23,"Pittsburgh, PA",United States of America,United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,USA
1995,Chemistry,The Nobel Prize in Chemistry 1995,"""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone""",1/3,Individual,F. Sherwood Rowland,1927-06-28,"Delaware, OH",United States of America,United States of America,Male,University of California,"Irvine, CA",United States of America,USA
1995,Chemistry,The Nobel Prize in Chemistry 1995,"""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone""",1/3,Individual,Mario J. Molina,1943-03-19,Mexico City,Mexico,Mexico,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,MEX
1995,Chemistry,The Nobel Prize in Chemistry 1995,"""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone""",1/3,Individual,Paul J. Crutzen,1933-12-03,Amsterdam,Netherlands,Netherlands,Male,Max-Planck-Institut,Mainz,Germany,NLD
1995,Economics,The Sveriges Riksbank Prize in Economic Sciences 1995,"""for having developed and applied the hypothesis of rational expectations, and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy""",1/1,Individual,Robert E. Lucas Jr.,1937-09-15,"Yakima, WA",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America,USA
1995,Literature,The Nobel Prize in Literature 1995,"""for works of lyrical beauty and ethical depth, which exalt everyday miracles and the living past""",1/1,Individual,Seamus Heaney,1939-04-13,Casteldàwson,Northern Ireland,United Kingdom,Male,NA,NA,NA,GBR
1995,Medicine,The Nobel Prize in Physiology or Medicine 1995,"""for their discoveries concerning the genetic control of early embryonic development""",1/3,Individual,Christiane Nüsslein-Volhard,1942-10-20,Magdeburg,Germany,Germany,Female,Max-Planck-Institut,Tübingen,Germany,DEU
1995,Medicine,The Nobel Prize in Physiology or Medicine 1995,"""for their discoveries concerning the genetic control of early embryonic development""",1/3,Individual,Edward B. Lewis,1918-05-20,"Wilkes-Barre, PA",United States of America,United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,USA
1995,Medicine,The Nobel Prize in Physiology or Medicine 1995,"""for their discoveries concerning the genetic control of early embryonic development""",1/3,Individual,Eric F. Wieschaus,1947-06-08,"South Bend, IN",United States of America,United States of America,Male,Princeton University,"Princeton, NJ",United States of America,USA
1995,Peace,The Nobel Peace Prize 1995,"""for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms""",1/2,Individual,Joseph Rotblat,1908-11-04,Warsaw,Russian Empire (Poland),Poland,Male,NA,NA,NA,POL
1995,Peace,The Nobel Peace Prize 1995,"""for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms""",1/2,Organization,Pugwash Conferences on Science and World Affairs,NA,NA,NA,NA,NA,NA,NA,NA,
1995,Physics,The Nobel Prize in Physics 1995,"""for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter; for the detection of the neutrino""",1/2,Individual,Frederick Reines,1918-03-16,"Paterson, NJ",United States of America,United States of America,Male,University of California,"Irvine, CA",United States of America,USA
1995,Physics,The Nobel Prize in Physics 1995,"""for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter; for the discovery of the tau lepton""",1/2,Individual,Martin L. Perl,1927-06-24,"New York, NY",United States of America,United States of America,Male,Stanford University,"Stanford, CA",United States of America,USA
1996,Chemistry,The Nobel Prize in Chemistry 1996,"""for their discovery of fullerenes""",1/3,Individual,Richard E. Smalley,1943-06-06,"Akron, OH",United States of America,United States of America,Male,Rice University,"Houston, TX",United States of America,USA
1996,Chemistry,The Nobel Prize in Chemistry 1996,"""for their discovery of fullerenes""",1/3,Individual,Robert F. Curl Jr.,1933-08-23,"Alice, TX",United States of America,United States of America,Male,Rice University,"Houston, TX",United States of America,USA
1996,Chemistry,The Nobel Prize in Chemistry 1996,"""for their discovery of fullerenes""",1/3,Individual,Sir Harold W. Kroto,1939-10-07,Wisbech,United Kingdom,United Kingdom,Male,University of Sussex,Brighton,United Kingdom,GBR
1996,Economics,The Sveriges Riksbank Prize in Economic Sciences 1996,"""for their fundamental contributions to the economic theory of incentives under asymmetric information""",1/2,Individual,James A. Mirrlees,1936-07-05,Minnigaff,Scotland,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,GBR
1996,Economics,The Sveriges Riksbank Prize in Economic Sciences 1996,"""for their fundamental contributions to the economic theory of incentives under asymmetric information""",1/2,Individual,William Vickrey,1914-06-21,"Victoria, BC",Canada,Canada,Male,Columbia University,"New York, NY",United States of America,CAN
1996,Literature,The Nobel Prize in Literature 1996,"""for poetry that with ironic precision allows the historical and biological context to come to light in fragments of human reality""",1/1,Individual,Wislawa Szymborska,1923-07-02,Bnin (Kórnik),Poland,Poland,Female,NA,NA,NA,POL
1996,Medicine,The Nobel Prize in Physiology or Medicine 1996,"""for their discoveries concerning the specificity of the cell mediated immune defence""",1/2,Individual,Peter C. Doherty,1940-10-15,Brisbane,Australia,Australia,Male,St. Jude Children's Research Hospital,"Memphis, TN",United States of America,AUS
1996,Medicine,The Nobel Prize in Physiology or Medicine 1996,"""for their discoveries concerning the specificity of the cell mediated immune defence""",1/2,Individual,Rolf M. Zinkernagel,1944-01-06,Basel,Switzerland,Switzerland,Male,University of Zurich,Zurich,Switzerland,CHE
1996,Peace,The Nobel Peace Prize 1996,"""for their work towards a just and peaceful solution to the conflict in East Timor""",1/2,Individual,Carlos Filipe Ximenes Belo,1948-02-03,Wailacama,East Timor,East Timor,Male,NA,NA,NA,DOM
1996,Peace,The Nobel Peace Prize 1996,"""for their work towards a just and peaceful solution to the conflict in East Timor""",1/2,Individual,José Ramos-Horta,1949-12-26,Dili,East Timor,East Timor,Male,NA,NA,NA,DOM
1996,Physics,The Nobel Prize in Physics 1996,"""for their discovery of superfluidity in helium-3""",1/3,Individual,David M. Lee,1931-01-20,"Rye, NY",United States of America,United States of America,Male,Cornell University,"Ithaca, NY",United States of America,USA
1996,Physics,The Nobel Prize in Physics 1996,"""for their discovery of superfluidity in helium-3""",1/3,Individual,Douglas D. Osheroff,1945-08-01,"Aberdeen, WA",United States of America,United States of America,Male,Stanford University,"Stanford, CA",United States of America,USA
1996,Physics,The Nobel Prize in Physics 1996,"""for their discovery of superfluidity in helium-3""",1/3,Individual,Robert C. Richardson,1937-06-26,"Washington, DC",United States of America,United States of America,Male,Cornell University,"Ithaca, NY",United States of America,USA
1997,Chemistry,The Nobel Prize in Chemistry 1997,"""for the first discovery of an ion-transporting enzyme, Na+, K+ -ATPase""",1/2,Individual,Jens C. Skou,1918-10-08,Lemvig,Denmark,Denmark,Male,Aarhus University,Aarhus,Denmark,DNK
1997,Chemistry,The Nobel Prize in Chemistry 1997,"""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""",1/4,Individual,John E. Walker,1941-01-07,Halifax,United Kingdom,United Kingdom,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,GBR
1997,Chemistry,The Nobel Prize in Chemistry 1997,"""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""",1/4,Individual,Paul D. Boyer,1918-07-31,"Provo, UT",United States of America,United States of America,Male,University of California,"Los Angeles, CA",United States of America,USA
1997,Economics,The Sveriges Riksbank Prize in Economic Sciences 1997,"""for a new method to determine the value of derivatives""",1/2,Individual,Myron S. Scholes,1941-07-01,"Timmins, ON",Canada,Canada,Male,Long Term Capital Management,"Greenwich, CT",United States of America,CAN
1997,Economics,The Sveriges Riksbank Prize in Economic Sciences 1997,"""for a new method to determine the value of derivatives""",1/2,Individual,Robert C. Merton,1944-07-31,"New York, NY",United States of America,United States of America,Male,Harvard University,"Cambridge, MA",United States of America,USA
1997,Literature,The Nobel Prize in Literature 1997,"""who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden""",1/1,Individual,Dario Fo,1926-03-24,Leggiuno-Sangiano,Italy,Italy,Male,NA,NA,NA,ITA
1997,Medicine,The Nobel Prize in Physiology or Medicine 1997,"""for his discovery of Prions - a new biological principle of infection""",1/1,Individual,Stanley B. Prusiner,1942-05-28,"Des Moines, IA",United States of America,United States of America,Male,University of California,"San Francisco, CA",United States of America,USA
1997,Peace,The Nobel Peace Prize 1997,"""for their work for the banning and clearing of anti-personnel mines""",1/2,Organization,International Campaign to Ban Landmines (ICBL),NA,NA,NA,NA,NA,NA,NA,NA,
1997,Peace,The Nobel Peace Prize 1997,"""for their work for the banning and clearing of anti-personnel mines""",1/2,Individual,Jody Williams,1950-10-09,"Putney, VT",United States of America,United States of America,Female,NA,NA,NA,USA
1997,Physics,The Nobel Prize in Physics 1997,"""for development of methods to cool and trap atoms with laser light""",1/3,Individual,Claude Cohen-Tannoudji,1933-04-01,Constantine,French Algeria (Algeria),Algeria,Male,Collège de France,Paris,France,DZA
1997,Physics,The Nobel Prize in Physics 1997,"""for development of methods to cool and trap atoms with laser light""",1/3,Individual,Steven Chu,1948-02-28,"St. Louis, MO",United States of America,United States of America,Male,Stanford University,"Stanford, CA",United States of America,USA
1997,Physics,The Nobel Prize in Physics 1997,"""for development of methods to cool and trap atoms with laser light""",1/3,Individual,William D. Phillips,1948-11-05,"Wilkes-Barre, PA",United States of America,United States of America,Male,National Institute of Standards and Technology,"Gaithersburg, MD",United States of America,USA
1998,Chemistry,The Nobel Prize in Chemistry 1998,"""for his development of computational methods in quantum chemistry""",1/2,Individual,John A. Pople,1925-10-31,Burnham-on-Sea,United Kingdom,United Kingdom,Male,Northwestern University,"Evanston, IL",United States of America,GBR
1998,Chemistry,The Nobel Prize in Chemistry 1998,"""for his development of the density-functional theory""",1/2,Individual,Walter Kohn,1923-03-09,Vienna,Austria,Austria,Male,University of California,"Santa Barbara, CA",United States of America,AUT
1998,Economics,The Sveriges Riksbank Prize in Economic Sciences 1998,"""for his contributions to welfare economics""",1/1,Individual,Amartya Sen,1933-11-03,Santiniketan,India,India,Male,University of Cambridge,Cambridge,United Kingdom,IND
