,Unnamed: 0,Organisation,Location,Date,Detail,Rocket_Status,Price,Mission_Status
2433,2433,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Dec 23, 1980 22:48 UTC",Cosmos-3M (11K65M) | Cosmos 1228 to 1235,StatusRetired,,Partial Failure
2434,2434,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA","Sat Dec 13, 1980",Titan III(34)B Agena-D | Quasar 4,StatusRetired,,Success
2435,2435,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Dec 10, 1980 20:53 UTC",Cosmos-3M (11K65M) | Cosmos 1226,StatusRetired,,Success
2436,2436,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Tue Dec 09, 1980 07:18 UTC",Atlas-E/F MSD | NOSS-4,StatusRetired,,Failure
2437,2437,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Sat Dec 06, 1980 23:31 UTC",Atlas-SLV3D Centaur-D1AR | Intelsat V -502,StatusRetired,,Success
2438,2438,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Dec 05, 1980",Cosmos-3MRB (65MRB) | BOR-4 Shuttle,StatusRetired,,Success
2439,2439,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Dec 05, 1980 04:23 UTC",Cosmos-3M (11K65M) | Cosmos 1225,StatusRetired,,Success
2440,2440,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Nov 27, 1980 21:37 UTC",Molniya-M /Block 2BL | Cosmos 1223,StatusRetired,,Success
2441,2441,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Nov 21, 1980 11:53 UTC",Vostok-2M | Cosmos 1222,StatusRetired,,Success
2442,2442,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sun Nov 16, 1980 04:18 UTC",Molniya-M /Block ML | Molniya-1 n†­87,StatusRetired,,Success
2443,2443,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Tue Nov 04, 1980 15:04 UTC",Tsyklon-2 | Cosmos 1220,StatusRetired,,Success
2444,2444,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Fri Oct 31, 1980 03:54 UTC",Atlas-SLV3D Centaur-D1AR | FLTSATCOM-4,StatusRetired,,Success
2445,2445,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Oct 24, 1980 10:53 UTC",Molniya-M /Block 2BL | Cosmos 1217,StatusRetired,,Success
2446,2446,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Oct 14, 1980 20:41 UTC",Cosmos-3M (11K65M) | Cosmos 1215,StatusRetired,,Success
2447,2447,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Sep 09, 1980 11:00 UTC",Vostok-2M | Meteor-2 n†­7,StatusRetired,,Success
2448,2448,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Aug 15, 1980 05:34 UTC",Vostok-2M | Cosmos 1206,StatusRetired,,Success
2449,2449,RVSN USSR,"Site 107/1, Kapustin Yar, Russia","Thu Jul 31, 1980 10:20 UTC",Cosmos-3M (11K65M) | Cosmos 1204,StatusRetired,,Success
2450,2450,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Jul 18, 1980 10:37 UTC",Molniya-M /Block ML | Molniya-3 n†­86,StatusRetired,,Success
2451,2451,ISRO,"SLV LP, Satish Dhawan Space Centre, India","Fri Jul 18, 1980 02:33 UTC",SLV-3 | Rohini RS-1,StatusRetired,,Success
2452,2452,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Jul 09, 1980 00:42 UTC",Cosmos-3M (11K65M) | Cosmos 1192 to 1199,StatusRetired,,Success
2453,2453,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Jul 02, 1980 00:53 UTC",Molniya-M /Block 2BL | Cosmos 1191,StatusRetired,,Success
2454,2454,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Jul 01, 1980 07:12 UTC",Cosmos-3M (11K65M) | Cosmos 1190,StatusRetired,,Success
2455,2455,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sat Jun 21, 1980 18:34 UTC",Molniya-M /Block ML | Molniya-1 n†­85,StatusRetired,,Success
2456,2456,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA","Wed Jun 18, 1980 18:29 UTC",Titan IIID | KH-9),StatusRetired,,Success
2457,2457,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Jun 18, 1980 06:14 UTC",Vostok-2M | Meteor-Priroda n†­4,StatusRetired,,Success
2458,2458,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Sat Jun 14, 1980 20:51 UTC",Molniya-M /Block 2BL | Cosmos 1188,StatusRetired,,Success
2459,2459,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Jun 06, 1980 11:00 UTC",Cosmos-3M (11K65M) | Cosmos 1186,StatusRetired,,Success
2460,2460,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Jun 04, 1980 07:34 UTC",Vostok-2M | Cosmos 1184,StatusRetired,,Success
2461,2461,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Thu May 29, 1980 10:53 UTC",Atlas-E/F Star-37S-ISS | NOAA-B,StatusRetired,,Failure
2462,2462,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France","Fri May 23, 1980 14:29 UTC",Ariane 1 | CAT-2 & Others,StatusRetired,,Failure
2463,2463,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue May 20, 1980 09:21 UTC",Cosmos-3M (11K65M) | Cosmos 1181,StatusRetired,,Success
2464,2464,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed May 14, 1980 13:00 UTC",Cosmos-3M (11K65M) | Cosmos 1179,StatusRetired,,Success
2465,2465,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Tue Apr 29, 1980 11:40 UTC",Tsyklon-2 | Cosmos 1176,StatusRetired,,Success
2466,2466,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Sat Apr 26, 1980 22:00 UTC",Atlas-E/F SGS-1 | GPS-6,StatusRetired,,Success
2467,2467,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Apr 18, 1980 17:31 UTC",Molniya-M /Block ML | Cosmos 1175,StatusRetired,,Partial Failure
2468,2468,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Fri Apr 18, 1980 00:51 UTC",Tsyklon-2 | Cosmos 1174,StatusRetired,,Success
2469,2469,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sat Apr 12, 1980 20:17 UTC",Molniya-M /Block 2BL | Cosmos 1172,StatusRetired,,Success
2470,2470,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Apr 03, 1980 07:40 UTC",Cosmos-3M (11K65M) | Cosmos 1171,StatusRetired,,Success
2471,2471,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Mar 27, 1980 07:30 UTC",Cosmos-3M (11K65M) | Cosmos 1169,StatusRetired,,Success
2472,2472,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Mon Mar 17, 1980 21:37 UTC",Cosmos-3M (11K65M) | Cosmos 1168,StatusRetired,,Success
2473,2473,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Fri Mar 14, 1980 10:40 UTC",Tsyklon-2 | Cosmos 1167,StatusRetired,,Success
2474,2474,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Mon Mar 03, 1980 09:27 UTC",Atlas-E/F MSD | NOSS-3,StatusRetired,,Success
2475,2475,MHI,"LA-Y1, Tanegashima Space Center, Japan","Fri Feb 22, 1980 08:35 UTC",N-I Star-37E | Ayame 2,StatusRetired,,Success
2476,2476,ISAS,"Mu Pad, Uchinoura Space Center, Japan","Sun Feb 17, 1980 00:40 UTC",Mu-III S | Tansei 4,StatusRetired,,Success
2477,2477,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Feb 12, 1980 00:52 UTC",Molniya-M /Block 2BL | Cosmos 1164,StatusRetired,,Partial Failure
2478,2478,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Mon Feb 11, 1980 23:32 UTC",Cosmos-3M (11K65M) | Cosmos 1156 to 1163,StatusRetired,,Success
2479,2479,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Sat Feb 09, 1980 23:08 UTC",Atlas-E/F SGS-1 | GPS-5,StatusRetired,,Success
2480,2480,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA","Thu Feb 07, 1980 21:10 UTC",Titan IIID | KH-11,StatusRetired,,Success
2481,2481,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Jan 30, 1980 12:51 UTC",Vostok-2M | Cosmos 1154,StatusRetired,,Success
2482,2482,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Fri Jan 25, 1980 20:36 UTC",Cosmos-3M (11K65M) | Cosmos 1153,StatusRetired,,Success
2483,2483,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia","Wed Jan 23, 1980 07:00 UTC",Tsyklon-3 | Cosmos 1151,StatusRetired,,Success
2484,2484,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Fri Jan 18, 1980 01:26 UTC",Atlas-SLV3D Centaur-D1AR | FLTSATCOM-3,StatusRetired,,Success
2485,2485,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Mon Jan 14, 1980 19:49 UTC",Cosmos-3M (11K65M) | Cosmos 1150,StatusRetired,,Success
2486,2486,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Jan 11, 1980 12:28 UTC",Molniya-M /Block ML | Molniya-1 n†­83,StatusRetired,,Success
2487,2487,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France","Mon Dec 24, 1979 17:14 UTC",Ariane 1 | CAT-1,StatusRetired,,Success
2488,2488,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Dec 05, 1979 09:00 UTC",Cosmos-3M (11K65M) | Cosmos 1146,StatusRetired,,Success
2489,2489,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Nov 27, 1979 09:55 UTC",Vostok-2M | Cosmos 1145,StatusRetired,,Success
2490,2490,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Wed Nov 21, 1979 02:09 UTC",Titan III(23)C | DSCS-II 13&14,StatusRetired,,Success
2491,2491,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Nov 01, 1979",Cosmos-3M (11K65M) | Intercosmos 20,StatusRetired,,Success
2492,2492,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Oct 31, 1979 09:25 UTC",Vostok-2M | Meteor-2 n†­6,StatusRetired,,Success
2493,2493,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Oct 26, 1979 18:12 UTC",Vostok-2M | Cosmos 1143,StatusRetired,,Success
2494,2494,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sat Oct 20, 1979 07:03 UTC",Molniya-M /Block ML | Molniya-1 n†­82,StatusRetired,,Success
2495,2495,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Oct 16, 1979 12:17 UTC",Cosmos-3M (11K65M) | Cosmos 1141,StatusRetired,,Success
2496,2496,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Oct 11, 1979 16:36 UTC",Cosmos-3M (11K65M) | Cosmos 1140,StatusRetired,,Success
2497,2497,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Mon Oct 01, 1979 11:22 UTC",Titan III(23)C | OPS-1948 (Vortex),StatusRetired,,Success
2498,2498,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Sep 25, 1979 21:00 UTC",Cosmos-3M (11K65M) | Cosmos 1130 to 1137,StatusRetired,,Success
2499,2499,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Thu Sep 20, 1979 05:28 UTC",Atlas-SLV3D Centaur-D1AR | HEAO-3,StatusRetired,,Success
2500,2500,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Aug 28, 1979 00:55 UTC",Cosmos-3M (11K65M) | Cosmos 1125,StatusRetired,,Success
2501,2501,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Aug 28, 1979 00:17 UTC",Molniya-M /Block 2BL | Cosmos 1124,StatusRetired,,Success
2502,2502,ISRO,"SLV LP, Satish Dhawan Space Centre, India","Fri Aug 10, 1979 02:28 UTC",SLV-3 | Rohini Technology Payload,StatusRetired,,Failure
2503,2503,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Jul 31, 1979 03:56 UTC",Molniya-M /Block ML | Molniya-1 n†­81,StatusRetired,,Success
2504,2504,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Fri Jul 27, 1979 21:28 UTC",Feng Bao 1 | Shijian 2A,StatusRetired,,Failure
2505,2505,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Jul 20, 1979 11:58 UTC",Vostok-2M | Cosmos 1116,StatusRetired,,Success
2506,2506,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Jul 11, 1979 15:41 UTC",Cosmos-3M (11K65M) | Cosmos 1114,StatusRetired,,Success
2507,2507,RVSN USSR,"Site 107/1, Kapustin Yar, Russia","Fri Jul 06, 1979 08:20 UTC",Cosmos-3M (11K65M) | Cosmos 1112,StatusRetired,,Success
2508,2508,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Jun 28, 1979 20:09 UTC",Cosmos-3M (11K65M) | Cosmos 1110,StatusRetired,,Success
2509,2509,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Jun 27, 1979 18:11 UTC",Molniya-M /Block 2BL | Cosmos 1109,StatusRetired,,Success
2510,2510,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Wed Jun 27, 1979 15:51 UTC",Atlas-E/F Star-37S-ISS | NOAA-A,StatusRetired,,Success
2511,2511,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Sun Jun 10, 1979 13:30 UTC",Titan III(23)C | DSP-8,StatusRetired,,Success
2512,2512,RVSN USSR,"Site 107/1, Kapustin Yar, Russia","Thu Jun 07, 1979",Cosmos-3M (11K65M) | Bhaskara-1,StatusRetired,,Success
2513,2513,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Jun 05, 1979 23:28 UTC",Molniya-M /Block ML | Molniya-3 n†­80,StatusRetired,,Success
2514,2514,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu May 31, 1979 17:58 UTC",Cosmos-3M (11K65M) | Cosmos 1104,StatusRetired,,Success
2515,2515,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Mon May 28, 1979 18:14 UTC",Titan III(24)B | OPS 7164,StatusRetired,,Success
2516,2516,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Fri May 04, 1979 18:57 UTC",Atlas-SLV3D Centaur-D1AR | FLTSATCOM-2,StatusRetired,,Success
2517,2517,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Wed Apr 25, 1979 10:00 UTC",Tsyklon-2 | Cosmos 1096,StatusRetired,,Success
2518,2518,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Wed Apr 18, 1979 12:00 UTC",Tsyklon-2 | Cosmos 1094,StatusRetired,,Success
2519,2519,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Sat Apr 14, 1979 05:27 UTC",Vostok-2M | Cosmos 1093,StatusRetired,,Success
2520,2520,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Apr 12, 1979 00:28 UTC",Molniya-M /Block ML | Molniya-1 n†­79,StatusRetired,,Success
2521,2521,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Apr 11, 1979 21:51 UTC",Cosmos-3M (11K65M) | Cosmos 1092,StatusRetired,,Success
2522,2522,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Sat Apr 07, 1979 06:20 UTC",Cosmos-3M (11K65M) | Cosmos 1091,StatusRetired,,Success
2523,2523,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Mar 21, 1979 04:13 UTC",Cosmos-3M (11K65M) | Cosmos 1089,StatusRetired,,Success
2524,2524,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA","Fri Mar 16, 1979 18:30 UTC",Titan IIID | KH-9 & SSF-D-3,StatusRetired,,Success
2525,2525,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Mar 15, 1979 02:58 UTC",Cosmos-3M (11K65M) | Cosmos 1081 to 1088,StatusRetired,,Success
2526,2526,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Mar 01, 1979 18:45 UTC",Vostok-2M | Meteor-2 n†­5,StatusRetired,,Success
2527,2527,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Feb 27, 1979",Cosmos-3M (11K65M) | Intercosmos-19,StatusRetired,,Success
2528,2528,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Sat Feb 24, 1979 08:20 UTC",Atlas-E/F OIS | Solwind,StatusRetired,,Success
2529,2529,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Feb 13, 1979 21:41 UTC",Vostok-2M | Cosmos 1077,StatusRetired,,Success
2530,2530,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Mon Feb 12, 1979 13:00 UTC",Tsyklon-3 | Cosmos 1076,StatusRetired,,Success
2531,2531,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Feb 08, 1979 10:00 UTC",Cosmos-3M (11K65M) | Cosmos 1075,StatusRetired,,Success
2532,2532,MHI,"LA-Y1, Tanegashima Space Center, Japan","Tue Feb 06, 1979 08:46 UTC",N-I Star-37E | Ayame 1,StatusRetired,,Partial Failure
2533,2533,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Jan 25, 1979 05:43 UTC",Vostok-2M | Meteor-Priroda n†­3,StatusRetired,,Success
2534,2534,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Jan 18, 1979 15:42 UTC",Molniya-M /Block ML | Molniya-3 n†­78,StatusRetired,,Success
2535,2535,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Jan 16, 1979 17:37 UTC",Cosmos-3M (11K65M) | Cosmos 1072,StatusRetired,,Success
2536,2536,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Dec 28, 1978 16:30 UTC",Soyuz U | Cosmos 1069,StatusRetired,,Success
2537,2537,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Dec 26, 1978 15:30 UTC",Soyuz U | Cosmos 1068,StatusRetired,,Partial Failure
2538,2538,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Dec 26, 1978 13:30 UTC",Cosmos-3M (11K65M) | Cosmos 1067,StatusRetired,,Success
2539,2539,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Sat Dec 23, 1978",Vostok-2M | Cosmos 1066,StatusRetired,,Success
2540,2540,RVSN USSR,"Site 107/1, Kapustin Yar, Russia","Fri Dec 22, 1978 22:00 UTC",Cosmos-3M (11K65M) | Cosmos 1065,StatusRetired,,Success
2541,2541,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Dec 20, 1978 20:43 UTC",Cosmos-3M (11K65M) | Cosmos 1064,StatusRetired,,Partial Failure
2542,2542,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Dec 19, 1978 01:35 UTC",Vostok-2M | Cosmos 1063,StatusRetired,,Success
2543,2543,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Fri Dec 15, 1978 13:19 UTC",Cosmos-3M (11K65M) | Cosmos 1062,StatusRetired,,Success
2544,2544,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Dec 14, 1978 15:20 UTC",Soyuz U | Cosmos 1061,StatusRetired,,Success
2545,2545,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Thu Dec 14, 1978 00:40 UTC",Titan III(23)C | DSCS-II 11&12,StatusRetired,,Success
2546,2546,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Mon Dec 11, 1978 03:59 UTC",Atlas-E/F SGS-1 | GPS-4,StatusRetired,,Success
2547,2547,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Dec 08, 1978 09:30 UTC",Soyuz U | Cosmos 1060,StatusRetired,,Success
2548,2548,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Dec 07, 1978 15:30 UTC",Soyuz U | Cosmos 1059,StatusRetired,,Success
2549,2549,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Dec 05, 1978 18:12 UTC",Cosmos-3M (11K65M) | Cosmos 1051 to 1058,StatusRetired,,Success
2550,2550,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Nov 28, 1978 16:20 UTC",Soyuz U | Cosmos 1050,StatusRetired,,Success
2551,2551,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Nov 21, 1978 12:00 UTC",Soyuz U | Cosmos 1049,StatusRetired,,Success
2552,2552,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Nov 16, 1978 21:45 UTC",Cosmos-3M (11K65M) | Cosmos 1048,StatusRetired,,Success
2553,2553,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Nov 15, 1978 11:45 UTC",Soyuz U | Cosmos 1047,StatusRetired,,Success
2554,2554,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Mon Nov 13, 1978 05:24 UTC",Atlas-SLV3D Centaur-D1AR | HEAO-2,StatusRetired,,Success
2555,2555,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Nov 01, 1978 12:00 UTC",Soyuz U | Cosmos 1046,StatusRetired,,Success
2556,2556,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Mon Oct 30, 1978",Molniya-M /Block SO-L | Prognoz n†­7,StatusRetired,,Success
2557,2557,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Thu Oct 26, 1978 07:00 UTC",Tsyklon-3 | Cosmos 1045 & Radio 1 and 2,StatusRetired,,Success
2558,2558,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Oct 24, 1978",Cosmos-3M (11K65M) | Intercosmos-18 & Magion 1,StatusRetired,,Success
2559,2559,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Oct 17, 1978 15:00 UTC",Soyuz U | Cosmos 1044,StatusRetired,,Success
2560,2560,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Fri Oct 13, 1978 11:23 UTC",Atlas-E/F Star-37S-ISS | Tiros-N,StatusRetired,,Success
2561,2561,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Oct 13, 1978 05:19 UTC",Molniya-M /Block ML | Molniya-3 n†­77,StatusRetired,,Success
2562,2562,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Oct 10, 1978 19:44 UTC",Vostok-2M | Cosmos 1043,StatusRetired,,Success
2563,2563,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Sat Oct 07, 1978 00:28 UTC",Atlas-E/F SGS-1 | GPS-3,StatusRetired,,Success
2564,2564,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Oct 06, 1978 15:30 UTC",Soyuz U | Cosmos 1042,StatusRetired,,Success
2565,2565,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Oct 04, 1978 03:49 UTC",Cosmos-3M (11K65M) | Cosmos 1034 to 1041,StatusRetired,,Success
2566,2566,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Oct 03, 1978 11:00 UTC",Soyuz U | Cosmos 1033,StatusRetired,,Success
2567,2567,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Sep 19, 1978 08:05 UTC",Soyuz U | Cosmos 1032,StatusRetired,,Success
2568,2568,ISAS,"Mu Pad, Uchinoura Space Center, Japan","Sat Sep 16, 1978 05:00 UTC",Mu-III H | Jikiken,StatusRetired,,Success
2569,2569,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sat Sep 09, 1978 15:00 UTC",Soyuz U | Cosmos 1031,StatusRetired,,Success
2570,2570,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Sep 06, 1978 03:04 UTC",Molniya-M /Block 2BL | Cosmos 1030,StatusRetired,,Success
2571,2571,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Aug 29, 1978 15:00 UTC",Soyuz U | Cosmos 1029,StatusRetired,,Success
2572,2572,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Aug 22, 1978 23:47 UTC",Molniya-M /Block ML | Molniya-1 n†­76,StatusRetired,,Success
2573,2573,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Tue Aug 08, 1978 07:33 UTC",Atlas-SLV3D Centaur-D1AR | Pioneer Venus Multiprobe,StatusRetired,,Success
2574,2574,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Sat Aug 05, 1978 15:00 UTC",Soyuz U | Cosmos 1028,StatusRetired,,Success
2575,2575,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA","Sat Aug 05, 1978",Titan III(34)B Agena-D | Quasar 3,StatusRetired,,Success
2576,2576,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Jul 27, 1978 04:49 UTC",Cosmos-3M (11K65M) | Cosmos 1027,StatusRetired,,Success
2577,2577,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Jul 14, 1978 15:00 UTC",Molniya-M /Block ML | Molniya-1 n†­75,StatusRetired,,Success
2578,2578,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Thu Jun 29, 1978 22:24 UTC",Atlas-SLV3D Centaur-D1AR | Comstar D3,StatusRetired,,Success
2579,2579,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Wed Jun 28, 1978 17:35 UTC",Tsyklon-3 | Cosmos 1025,StatusRetired,,Success
2580,2580,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Jun 28, 1978 02:58 UTC",Molniya-M /Block 2BL | Cosmos 1024,StatusRetired,,Success
2581,2581,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Tue Jun 27, 1978 01:12 UTC",Atlas-E/F Agena D | Seasat,StatusRetired,,Success
2582,2582,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Jun 21, 1978 09:27 UTC",Cosmos-3M (11K65M) | Cosmos 1023,StatusRetired,,Success
